time(100ns),time_stamp(ms),frame,gaze_direct_L.x,gaze_direct_L.y,gaze_direct_L.z,gaze_direct_R.x,gaze_direct_R.y,gaze_direct_R.z,forward.x,forward.y,forward.z
638203566386190748,1180448,100966,0.03314209,0.3148041,0.9485626,0.0382843,0.2933044,0.955246,0.1452521,0.4484878,0.8819073
638203566386270748,1180456,100967,0.02870178,0.3030243,0.9525452,0.04298401,0.2931824,0.9550781,0.1436717,0.4541741,0.8792522
638203566386350748,1180464,100968,0.02531433,0.2994995,0.9537506,0.04289246,0.2879028,0.9566956,0.142114,0.4593894,0.8767925
638203566386440753,1180473,100969,0.02311707,0.2944336,0.9553833,0.03102112,0.2820587,0.9588776,0.1405576,0.4636744,0.8747855
638203566386520751,1180481,100969,-0.01727295,0.3095551,0.9507141,-0.01106262,0.2907257,0.9567261,0.1405576,0.4636744,0.8747855
638203566386600746,1180489,100970,-0.06274414,0.3211212,0.9449463,-0.08450317,0.3095398,0.947113,0.1391483,0.4675983,0.8729202
638203566386695877,1180498,100971,-0.1083984,0.3173523,0.9420776,-0.1229858,0.3213806,0.9389191,0.1374987,0.4704192,0.871665
638203566386765881,1180505,100972,-0.1512756,0.3325043,0.9308777,-0.169754,0.3242798,0.9305878,0.1356432,0.4727871,0.870674
638203566386855877,1180514,100972,-0.2126312,0.3285522,0.9202271,-0.2132111,0.33461,0.9179077,0.1356432,0.4727871,0.870674
638203566386935878,1180522,100973,-0.2419434,0.341156,0.9083252,-0.2454376,0.3305511,0.9113007,0.1338966,0.4752528,0.8696013
638203566387015885,1180530,100974,-0.2616119,0.3365021,0.9046021,-0.2584686,0.340271,0.9040985,0.1316513,0.4773296,0.8688063
638203566387097724,1180538,100975,-0.263031,0.3315887,0.9060059,-0.2563782,0.3340149,0.9070129,0.1292379,0.4796177,0.8679081
638203566387187718,1180547,100975,-0.2552185,0.3381195,0.9058228,-0.2481079,0.3384094,0.9076843,0.1292379,0.4796177,0.8679081
638203566387267725,1180555,100976,-0.260025,0.3344116,0.905838,-0.2466736,0.3307648,0.9108887,0.1267226,0.4824475,0.8667098
638203566387357724,1180564,100977,-0.2627106,0.3336792,0.9053345,-0.248703,0.3279266,0.9113617,0.1236103,0.4856349,0.8653781
638203566387437730,1180572,100978,-0.2593536,0.33078,0.9073639,-0.2509155,0.3247375,0.9118958,0.1199181,0.4890994,0.8639453
